text,intent,id
how can i report fraudulent charges on my card,report_fraud,train-13766
thanks for helping out,thank_you,train-13767
"if i go to evans, what should i do",travel_suggestion,train-13768
how long will it take the bus to get to stop 23,distance,train-13769
how many mpgs does this car get on the highway,mpg,train-13770
how about a coin flip,flip_coin,train-13771
what do you have me saved under,user_name,train-13772
"my card got damaged and i need to report it, please",damaged_card,train-13773
whats it like to be programmed,who_made_you,train-13774
can you tell me the routing number of wells fargo,routing,train-13775
has the leftover hamburger from last saturday gone bad,food_last,train-13776
what is the square root of sixteen,calculator,train-13777
i'm going to mexico; do i need an international via,international_visa,train-13778
any alerts for travelers to canada,travel_alert,train-13779
what kind of electrical plugs do they uze in z,plug_type,train-13780
how much do i owe on my cable bill,bill_balance,train-13781
what ingredients are in mashed potatoes,ingredients_list,train-13782
what is the location of my w2 that is needed for taxes,w2,train-13783
give me the time left before i get to the hotel,distance,train-13784
"stop, i changed my mind",cancel,train-13785
what's traffic usually like around 5pm going to the bank,traffic,train-13786
show me the transactions made on my business card for supplies last quarter,transactions,train-13787
i need you to disconnect from my phone,sync_device,train-13788
tell me the expiry month of my card,expiration_date,train-13789
what time is it,time,train-13790
my account has a fraudulent transaction i think,report_fraud,train-13791
what did i want to remember again,reminder,train-13792
does travel to africa require any shots,vaccines,train-13793
i need your setting switched to whisper mode right away,whisper_mode,train-13794
could you tell me the status of my vacation request,pto_request_status,train-13795
how many delta miles are on my card right now,rewards_balance,train-13796
what is the due date of my bill,bill_due,train-13797
i’m making spaghetti what ingredients do i need,ingredients_list,train-13798
how can i know my current location,current_location,train-13799
spell out potato,spelling,train-13800
what is the due date of my at&t bill,bill_due,train-13801
what are the health benefits i have,insurance,train-13802
when is my next vacation day,next_holiday,train-13803
please tell me my present gps coordinates,current_location,train-13804
can you tell me what you think the meaning of life is,meaning_of_life,train-13805
can you tell me where the atm closest to my current location is,directions,train-13806
exchange rate to go from dollar to yen,exchange_rate,train-13807
who developed your internal code,who_made_you,train-13808
do they take reservations at applebees,accept_reservations,train-13809
would i have to wait long if i want to eat at chili's,how_busy,train-13810
alternatives to white wine in food,ingredient_substitution,train-13811
report the card has been damaged,damaged_card,train-13812
6 inch voices please,whisper_mode,train-13813
what do i need to do for my mastercard rewards,redeem_rewards,train-13814
can you tell me the apr on my visa card,apr,train-13815
time to move some cash from one account to another,transfer,train-13816
i want to make a reservation for 8 pm at red robin for 3,restaurant_reservation,train-13817
what are the things that i have for today,todo_list,train-13818
i want my reservation for march 1 at 8 pm confirmed,confirm_reservation,train-13819
could you check my account and let me know how much i spent on food in january,spending_history,train-13820
how far can the car get per gallon on the highway,mpg,train-13821
remind me to take out the garbage in the morning,reminder_update,train-13822
share my gps coordinates with jim,share_location,train-13823
please notify me of my credit rating,credit_score,train-13824
the name i go by is sandy,change_user_name,train-13825
look up hotels with positive reviews in new york city,book_hotel,train-13826
should i get any shots before i go to south africa,vaccines,train-13827
"how do i find my location right now, please",current_location,train-13828
write a text to alice,text,train-13829
how should i refer to you,what_is_your_name,train-13830
how do i utilize my credit card points,redeem_rewards,train-13831
take carrots off my list for shopping,shopping_list_update,train-13832
apply for an american express card,new_card,train-13833
i need to make a report due to fraudulent activity on my card,report_fraud,train-13834
what track am i listening to,what_song,train-13835
i'd like for you to make sure my reservation is there for charlie's under jack,confirm_reservation,train-13836
who has the tax form that shows my wages,w2,train-13837
i wanna apply for a new credit card,new_card,train-13838
can you explain the meaning of life,meaning_of_life,train-13839
i want to hear my to do list please,todo_list,train-13840
i'd like to hear my workout playlist,play_music,train-13841
can i get a brand new card please,new_card,train-13842
what should i do in bangor,travel_suggestion,train-13843
how long do i cook pork,cook_time,train-13844
suggest a good mexican meal to me,meal_suggestion,train-13845
what is 22 meters in inches,measurement_conversion,train-13846
who is the boss of you,who_do_you_work_for,train-13847
i must say goodbye,goodbye,train-13848
what's 10 euros in dollars,exchange_rate,train-13849
i need for you to remove milk from my shopping list and add bread,shopping_list_update,train-13850
find out the last time i had my car checked,last_maintenance,train-13851
what are ai's hobbies,what_are_your_hobbies,train-13852
