text,id
please tell me how to go about reporting a lost card,test-4304
do i need to get any shots before i travel to spain,test-4305
what are the amount of vacation days i have,test-4306
i have to jump start my car,test-4307
am i close to arriving at the post office,test-4308
how soon should i get my tires changed,test-4309
go ahead and give me the tire pressure of my vehicle,test-4310
can you explain why i couldn't use my card at target,test-4311
whats the total of my federal taxes,test-4312
i'd like to know what song this is,test-4313
what are some fun silly things to do in new jersey,test-4314
can you verify my recent visa card transaction,test-4315
whats the traffic for the drive to the nearest restaurant,test-4316
move rap god to my motivational playlist,test-4317
what is my credit score number,test-4318
please lower your volume,test-4319
"i think all my bills are paid, but can you double check",test-4320
how long until my paycheck shows up,test-4321
i'd like to know the last time my car got looked at,test-4322
speak with a male british accent,test-4323
please let me know how many days i've taken off,test-4324
how much do i have available on my visa card,test-4325
are meeting rooms free between 8-3,test-4326
set whisper mode to off,test-4327
on the way to work is there traffic,test-4328
let me know the ingredients i will need for pasta making,test-4329
turn to the voice of the woman,test-4330
is it safe for me to go to turkey,test-4331
does the new york restaurant take reservations,test-4332
how long until i get my replacement card,test-4333
bump some jams,test-4334
how far has my application for the hsbc card proceeded till now,test-4335
add to my motivational playlist rap god,test-4336
i'd like you to text marie and let her know to meet me at the hospital,test-4337
when's your birthday,test-4338
what time is it in the central timezone,test-4339
i need to know how to schedule a meeting,test-4340
what does amicable mean,test-4341
how often should i change the oil,test-4342
reserve table for 5 at red robin under the name sara at 3,test-4343
set an alarm for ten tomorrow,test-4344
what location were you born,test-4345
that checks out,test-4346
what exactly is the status of my application for the credit card,test-4347
how long does it take to bake a cake,test-4348
what can you do for me,test-4349
make saound function operate in whisper mode,test-4350
i am asking you to add this song to my country music playlist,test-4351
has flight dl123 left,test-4352
let me know when my credit card expire,test-4353
how many centimeters are in 12 meters,test-4354
tell me what your name is,test-4355
what do i do to order new checkbooks for my well's fargo account,test-4356
what hobbies do you like to do,test-4357
did i set march 10th as my doctor's appointment,test-4358
i know i should pay my electric bill,test-4359
how do i say i'm sorry in chinese,test-4360
is my routing number on my account page,test-4361
"march 2nd through march 18th, i'm going to need a jeep in frankfort",test-4362
i need to know the title of this song,test-4363
change sound setting to whisper,test-4364
you need to tell me my credit card's apr,test-4365
look up the date for my next payday,test-4366
i need to get a hotel in phoenix near chase field from january 4th to the 8th,test-4367
when's the next time i should change my oil,test-4368
how high is the apr on my credit card,test-4369
does village inn let you make reservations,test-4370
i'd like to transfer $400 from household to savings account,test-4371
how old will you be this year,test-4372
are you a person that's real,test-4373
could you tell me how to direct deposit my check from work into nations bank,test-4374
i need to know the conversion between teaspoons and tablespoons,test-4375
tell me the time in california,test-4376
tell me how much money i've spent on fast food in the past week,test-4377
i have to cancel my reservation,test-4378
undecided,test-4379
what is my current salary,test-4380
go into whisper mode until the plane lands,test-4381
remove all items from my to do list,test-4382
i am not able to say,test-4383
i appeciate it,test-4384
define discontent,test-4385
tell me my hsbc card credit limit,test-4386
i am a bit panicked because my luggage seems to have gone missing,test-4387
send david my location,test-4388
where is the nearest papa john's,test-4389
what was the date when i last go paid,test-4390
how do you prepare taco,test-4391
can i use lettuce instead of rice,test-4392
bye bye then,test-4393
"alexa, book a rental car to los angeles county in 2 hours",test-4394
my credit card got torn and i need a new one,test-4395
is new york in mountain timezone,test-4396
tell me what's is on my shopping list,test-4397
how long will i be on the bus if i rid it to seattle,test-4398
what is the name you have for me,test-4399
how do i get my credit limit increased to $1000,test-4400
"my 401k, can i roll it over",test-4401
i'd like a meal suggestion from thailand,test-4402
i need to rent a car from traveler's rent a car downtown and make it from friday the 6th to monday the 9th cheapest available,test-4403
what is the minimum i can pay on my gas bill,test-4404
add laundry detergent to the list,test-4405
how come my credit card isn't working,test-4406
i need x's routing number,test-4407
how long until my water bill is due,test-4408
how do i get to the subway by foot,test-4409
how do i order some more checks for my navy federal account,test-4410
will it cost me anything to use my card in turin,test-4411
do you know the total for taxes for my income,test-4412
can you please instruct me on the proper way to change the oil in my car,test-4413
